year,from_country,to_country,points
2016,Germany,Australia,11
2016,Germany,Russia,12
2016,Germany,Bulgaria,4
2016,Germany,Sweden,18
2016,Germany,France,0
2016,Germany,Armenia,2
2016,Germany,Poland,10
2016,Germany,Lithuania,1
2016,Germany,Belgium,5
2016,Germany,Netherlands,7
2016,Germany,Malta,0
2016,Germany,Austria,7
2016,Germany,Israel,12
2016,Germany,Latvia,2
2016,Germany,Italy,4
2016,Germany,Azerbaijan,0
2016,Germany,Serbia,0
2016,Germany,Hungary,0
2016,Germany,Georgia,8
2016,Germany,Cyprus,0
2016,Germany,Spain,0
2016,Germany,Croatia,0
2016,Germany,United Kingdom,0
2016,Germany,Czech Republic,0
2016,Germany,Germany,0
2017,Germany,Portugal,22
2017,Germany,Bulgaria,13
2017,Germany,Moldova,7
2017,Germany,Belgium,10
2017,Germany,Sweden,4
2017,Germany,Italy,4
2017,Germany,Romania,6
2017,Germany,Hungary,4
2017,Germany,Australia,5
2017,Germany,Norway,12
2017,Germany,Netherlands,8
2017,Germany,France,0
2017,Germany,Croatia,11
2017,Germany,Azerbaijan,0
2017,Germany,United Kingdom,6
2017,Germany,Austria,2
2017,Germany,Belarus,0
2017,Germany,Armenia,0
2017,Germany,Greece,0
2017,Germany,Denmark,0
2017,Germany,Cyprus,0
2017,Germany,Poland,2
2017,Germany,Israel,0
2017,Germany,Ukraine,0
2017,Germany,Germany,0
2017,Germany,Spain,0
2018,Germany,Israel,11
2018,Germany,Cyprus,9
2018,Germany,Austria,15
2018,Germany,Germany,0
2018,Germany,Italy,12
2018,Germany,Czech Republic,8
2018,Germany,Sweden,12
2018,Germany,Estonia,2
2018,Germany,Denmark,3
2018,Germany,Moldova,0
2018,Germany,Albania,0
2018,Germany,Lithuania,8
2018,Germany,France,0
2018,Germany,Bulgaria,0
2018,Germany,Norway,0
2018,Germany,Republic of Ireland,15
2018,Germany,Ukraine,0
2018,Germany,Netherlands,5
2018,Germany,Serbia,0
2018,Germany,Australia,7
2018,Germany,Hungary,2
2018,Germany,Slovenia,0
2018,Germany,Spain,6
2018,Germany,United Kingdom,1
2018,Germany,Finland,0
2018,Germany,Portugal,0
2019,Germany,Netherlands,15
2019,Germany,Italy,18
2019,Germany,Russia,8
2019,Germany,Switzerland,16
2019,Germany,Sweden,3
2019,Germany,Norway,17
2019,Germany,North Macedonia,7
2019,Germany,Azerbaijan,0
2019,Germany,Australia,15
2019,Germany,Iceland,2
2019,Germany,Czech Republic,0
2019,Germany,Denmark,5
2019,Germany,Cyprus,0
2019,Germany,Malta,3
2019,Germany,Slovenia,3
2019,Germany,France,4
2019,Germany,Albania,0
2019,Germany,Serbia,0
2019,Germany,San Marino,0
2019,Germany,Estonia,0
2019,Germany,Greece,0
2019,Germany,Spain,0
2019,Germany,Israel,0
2019,Germany,Belarus,0
2019,Germany,Germany,0
2019,Germany,United Kingdom,0
2021,Germany,Italy,13
2021,Germany,France,22
2021,Germany,Switzerland,12
2021,Germany,Iceland,9
2021,Germany,Ukraine,9
2021,Germany,Finland,8
2021,Germany,Malta,8
2021,Germany,Lithuania,13
2021,Germany,Russia,7
2021,Germany,Greece,0
2021,Germany,Bulgaria,0
2021,Germany,Portugal,0
2021,Germany,Moldova,0
2021,Germany,Sweden,4
2021,Germany,Serbia,3
2021,Germany,Cyprus,7
2021,Germany,Israel,0
2021,Germany,Norway,1
2021,Germany,Belgium,0
2021,Germany,Azerbaijan,0
2021,Germany,Albania,0
2021,Germany,San Marino,0
2021,Germany,Netherlands,0
2021,Germany,Spain,0
2021,Germany,Germany,0
2021,Germany,United Kingdom,0
2022,Germany,Ukraine,22
2022,Germany,United Kingdom,18
2022,Germany,Spain,10
2022,Germany,Sweden,12
2022,Germany,Serbia,7
2022,Germany,Italy,3
2022,Germany,Moldova,10
2022,Germany,Greece,0
2022,Germany,Portugal,0
2022,Germany,Norway,4
2022,Germany,Netherlands,8
2022,Germany,Poland,8
2022,Germany,Estonia,0
2022,Germany,Lithuania,0
2022,Germany,Australia,5
2022,Germany,Azerbaijan,6
2022,Germany,Switzerland,2
2022,Germany,Romania,1
2022,Germany,Belgium,0
2022,Germany,Armenia,0
2022,Germany,Finland,0
2022,Germany,Czech Republic,0
2022,Germany,Iceland,0
2022,Germany,France,0
2022,Germany,Germany,0
2023,Germany,Sweden,13
2023,Germany,Finland,12
2023,Germany,Israel,0
2023,Germany,Italy,14
2023,Germany,Norway,11
2023,Germany,Ukraine,7
2023,Germany,Belgium,2
2023,Germany,Estonia,10
2023,Germany,Australia,8
2023,Germany,Czech Republic,5
2023,Germany,Lithuania,1
2023,Germany,Cyprus,0
2023,Germany,Croatia,6
2023,Germany,Armenia,0
2023,Germany,Austria,2
2023,Germany,France,0
2023,Germany,Spain,7
2023,Germany,Moldova,0
2023,Germany,Poland,4
2023,Germany,Switzerland,3
2023,Germany,Slovenia,0
2023,Germany,Albania,8
2023,Germany,Portugal,0
2023,Germany,Serbia,3
2023,Germany,United Kingdom,0
2023,Germany,Germany,0
2009,Denmark,Norway,12
2009,Denmark,Iceland,10
2009,Denmark,Azerbaijan,8
2009,Denmark,Turkey,6
2009,Denmark,United Kingdom,3
2009,Denmark,Estonia,5
2009,Denmark,Greece,0
2009,Denmark,France,2
2009,Denmark,Bosnia and Herzegovina,0
2009,Denmark,Armenia,0
2009,Denmark,Russia,0
2009,Denmark,Ukraine,0
2009,Denmark,Denmark,0
2009,Denmark,Moldova,0
2009,Denmark,Portugal,0
2009,Denmark,Israel,0
2009,Denmark,Albania,0
2009,Denmark,Croatia,0
2009,Denmark,Romania,0
2009,Denmark,Germany,7
2009,Denmark,Sweden,4
2009,Denmark,Malta,0
2009,Denmark,Lithuania,1
2009,Denmark,Spain,0
2009,Denmark,Finland,0
2010,Denmark,Germany,12
2010,Denmark,Turkey,6
2010,Denmark,Romania,8
2010,Denmark,Denmark,0
2010,Denmark,Azerbaijan,2
2010,Denmark,Belgium,10
2010,Denmark,Armenia,0
2010,Denmark,Greece,0
2010,Denmark,Georgia,0
2010,Denmark,Ukraine,0
2010,Denmark,Russia,0
2010,Denmark,France,7
2010,Denmark,Serbia,0
2010,Denmark,Israel,0
2010,Denmark,Spain,0
2010,Denmark,Albania,0
2010,Denmark,Bosnia and Herzegovina,0
2010,Denmark,Portugal,4
2010,Denmark,Iceland,3
2010,Denmark,Norway,5
2010,Denmark,Cyprus,1
2010,Denmark,Moldova,0
2010,Denmark,Republic of Ireland,0
2010,Denmark,Belarus,0
2010,Denmark,United Kingdom,0
2011,Denmark,Azerbaijan,0
2011,Denmark,Italy,0
2011,Denmark,Sweden,10
2011,Denmark,Ukraine,0
2011,Denmark,Denmark,0
2011,Denmark,Bosnia and Herzegovina,0
2011,Denmark,Greece,0
2011,Denmark,Republic of Ireland,12
2011,Denmark,Georgia,0
2011,Denmark,Germany,8
2011,Denmark,United Kingdom,3
2011,Denmark,Moldova,0
2011,Denmark,Slovenia,7
2011,Denmark,Serbia,0
2011,Denmark,France,0
2011,Denmark,Russia,0
2011,Denmark,Romania,4
2011,Denmark,Austria,1
2011,Denmark,Lithuania,0
2011,Denmark,Iceland,6
2011,Denmark,Finland,5
2011,Denmark,Hungary,0
2011,Denmark,Spain,0
2011,Denmark,Estonia,2
2011,Denmark,Switzerland,0
2012,Denmark,Sweden,12
2012,Denmark,Russia,8
2012,Denmark,Serbia,0
2012,Denmark,Azerbaijan,0
2012,Denmark,Albania,5
2012,Denmark,Estonia,0
2012,Denmark,Turkey,2
2012,Denmark,Germany,10
2012,Denmark,Italy,3
2012,Denmark,Spain,0
2012,Denmark,Moldova,7
2012,Denmark,Romania,1
2012,Denmark,North Macedonia,0
2012,Denmark,Lithuania,0
2012,Denmark,Ukraine,0
2012,Denmark,Cyprus,0
2012,Denmark,Greece,0
2012,Denmark,Bosnia and Herzegovina,0
2012,Denmark,Republic of Ireland,4
2012,Denmark,Iceland,6
2012,Denmark,Malta,0
2012,Denmark,France,0
2012,Denmark,Denmark,0
2012,Denmark,Hungary,0
2012,Denmark,United Kingdom,0
2012,Denmark,Norway,0
2013,Denmark,Denmark,0
2013,Denmark,Azerbaijan,0
2013,Denmark,Ukraine,3
2013,Denmark,Norway,12
2013,Denmark,Russia,7
2013,Denmark,Greece,6
2013,Denmark,Italy,0
2013,Denmark,Malta,4
2013,Denmark,Netherlands,10
2013,Denmark,Hungary,0
2013,Denmark,Moldova,0
2013,Denmark,Belgium,5
2013,Denmark,Romania,0
2013,Denmark,Sweden,8
2013,Denmark,Georgia,0
2013,Denmark,Belarus,0
2013,Denmark,Iceland,1
2013,Denmark,Armenia,0
2013,Denmark,United Kingdom,0
2013,Denmark,Estonia,0
2013,Denmark,Germany,0
2013,Denmark,Lithuania,0
2013,Denmark,France,0
2013,Denmark,Finland,2
2013,Denmark,Spain,0
2013,Denmark,Republic of Ireland,0
2014,Denmark,Austria,8
2014,Denmark,Netherlands,10
2014,Denmark,Sweden,12
2014,Denmark,Armenia,2
2014,Denmark,Hungary,3
2014,Denmark,Ukraine,1
2014,Denmark,Russia,0
2014,Denmark,Norway,6
2014,Denmark,Denmark,0
2014,Denmark,Spain,0
2014,Denmark,Finland,4
2014,Denmark,Romania,0
2014,Denmark,Switzerland,0
2014,Denmark,Poland,0
2014,Denmark,Iceland,5
2014,Denmark,Belarus,0
2014,Denmark,United Kingdom,7
2014,Denmark,Germany,0
2014,Denmark,Montenegro,0
2014,Denmark,Greece,0
2014,Denmark,Italy,0
2014,Denmark,Azerbaijan,0
2014,Denmark,Malta,0
2014,Denmark,San Marino,0
2014,Denmark,Slovenia,0
2014,Denmark,France,0
2015,Denmark,Sweden,12
2015,Denmark,Russia,10
2015,Denmark,Italy,5
2015,Denmark,Belgium,7
2015,Denmark,Australia,8
2015,Denmark,Latvia,4
2015,Denmark,Estonia,6
2015,Denmark,Norway,3
2015,Denmark,Israel,0
2015,Denmark,Serbia,0
2015,Denmark,Georgia,0
2015,Denmark,Azerbaijan,0
2015,Denmark,Montenegro,0
2015,Denmark,Slovenia,0
2015,Denmark,Romania,2
2015,Denmark,Armenia,0
2015,Denmark,Albania,0
2015,Denmark,Lithuania,1
2015,Denmark,Greece,0
2015,Denmark,Hungary,0
2015,Denmark,Spain,0
2015,Denmark,Cyprus,0
2015,Denmark,Poland,0
2015,Denmark,United Kingdom,0
2015,Denmark,France,0
2015,Denmark,Austria,0
2015,Denmark,Germany,0
2016,Denmark,Ukraine,15
2016,Denmark,Australia,20
2016,Denmark,Russia,4
2016,Denmark,Bulgaria,6
2016,Denmark,Sweden,16
2016,Denmark,France,2
2016,Denmark,Armenia,0
2016,Denmark,Poland,5
2016,Denmark,Lithuania,11
2016,Denmark,Belgium,16
2016,Denmark,Netherlands,14
2016,Denmark,Malta,0
2016,Denmark,Austria,1
2016,Denmark,Israel,2
2016,Denmark,Latvia,0
2016,Denmark,Italy,0
2016,Denmark,Azerbaijan,0
2016,Denmark,Serbia,0
2016,Denmark,Hungary,0
2016,Denmark,Georgia,0
2016,Denmark,Cyprus,0
2016,Denmark,Spain,1
2016,Denmark,Croatia,0
2016,Denmark,United Kingdom,3
2016,Denmark,Czech Republic,0
2016,Denmark,Germany,0
2017,Denmark,Portugal,15
2017,Denmark,Bulgaria,14
2017,Denmark,Moldova,11
2017,Denmark,Belgium,8
2017,Denmark,Sweden,24
2017,Denmark,Italy,0
2017,Denmark,Romania,4
2017,Denmark,Hungary,3
2017,Denmark,Australia,10
2017,Denmark,Norway,13
2017,Denmark,Netherlands,6
2017,Denmark,France,0
2017,Denmark,Croatia,0
2017,Denmark,Azerbaijan,0
2017,Denmark,United Kingdom,0
2017,Denmark,Austria,7
2017,Denmark,Belarus,0
2017,Denmark,Armenia,1
2017,Denmark,Greece,0
2017,Denmark,Denmark,0
2017,Denmark,Cyprus,0
2017,Denmark,Poland,0
2017,Denmark,Israel,0
2017,Denmark,Ukraine,0
2017,Denmark,Germany,0
2017,Denmark,Spain,0
2018,Denmark,Israel,3
2018,Denmark,Cyprus,6
2018,Denmark,Austria,18
2018,Denmark,Germany,24
2018,Denmark,Italy,0
2018,Denmark,Czech Republic,6
2018,Denmark,Sweden,11
2018,Denmark,Estonia,7
2018,Denmark,Denmark,0
2018,Denmark,Moldova,0
2018,Denmark,Albania,0
2018,Denmark,Lithuania,0
2018,Denmark,France,2
2018,Denmark,Bulgaria,1
2018,Denmark,Norway,8
2018,Denmark,Republic of Ireland,4
2018,Denmark,Ukraine,0
2018,Denmark,Netherlands,5
2018,Denmark,Serbia,0
2018,Denmark,Australia,12
2018,Denmark,Hungary,0
2018,Denmark,Slovenia,0
2018,Denmark,Spain,6
2018,Denmark,United Kingdom,3
2018,Denmark,Finland,0
2018,Denmark,Portugal,0
2019,Denmark,Netherlands,14
2019,Denmark,Italy,4
2019,Denmark,Russia,3
2019,Denmark,Switzerland,12
2019,Denmark,Sweden,22
2019,Denmark,Norway,17
2019,Denmark,North Macedonia,10
2019,Denmark,Azerbaijan,9
2019,Denmark,Australia,2
2019,Denmark,Iceland,4
2019,Denmark,Czech Republic,0
2019,Denmark,Denmark,0
2019,Denmark,Cyprus,0
2019,Denmark,Malta,0
2019,Denmark,Slovenia,0
2019,Denmark,France,0
2019,Denmark,Albania,0
2019,Denmark,Serbia,0
2019,Denmark,San Marino,0
2019,Denmark,Estonia,10
2019,Denmark,Greece,0
2019,Denmark,Spain,1
2019,Denmark,Israel,0
2019,Denmark,Belarus,0
2019,Denmark,Germany,8
2019,Denmark,United Kingdom,0
2021,Denmark,Italy,5
2021,Denmark,France,3
2021,Denmark,Switzerland,18
2021,Denmark,Iceland,22
2021,Denmark,Ukraine,1
2021,Denmark,Finland,15
2021,Denmark,Malta,6
2021,Denmark,Lithuania,4
2021,Denmark,Russia,0
2021,Denmark,Greece,0
2021,Denmark,Bulgaria,6
2021,Denmark,Portugal,0
2021,Denmark,Moldova,0
2021,Denmark,Sweden,12
2021,Denmark,Serbia,0
2021,Denmark,Cyprus,0
2021,Denmark,Israel,1
2021,Denmark,Norway,11
2021,Denmark,Belgium,0
2021,Denmark,Azerbaijan,0
2021,Denmark,Albania,7
2021,Denmark,San Marino,5
2021,Denmark,Netherlands,0
2021,Denmark,Spain,0
2021,Denmark,Germany,0
2021,Denmark,United Kingdom,0
2022,Denmark,Ukraine,17
2022,Denmark,United Kingdom,12
2022,Denmark,Spain,5
2022,Denmark,Sweden,17
2022,Denmark,Serbia,0
2022,Denmark,Italy,0
2022,Denmark,Moldova,5
2022,Denmark,Greece,12
2022,Denmark,Portugal,8
2022,Denmark,Norway,8
2022,Denmark,Netherlands,10
2022,Denmark,Poland,4
2022,Denmark,Estonia,3
2022,Denmark,Lithuania,10
2022,Denmark,Australia,0
2022,Denmark,Azerbaijan,0
2022,Denmark,Switzerland,2
2022,Denmark,Romania,0
2022,Denmark,Belgium,0
2022,Denmark,Armenia,0
2022,Denmark,Finland,0
2022,Denmark,Czech Republic,0
2022,Denmark,Iceland,3
2022,Denmark,France,0
2022,Denmark,Germany,0
2023,Denmark,Sweden,20
2023,Denmark,Finland,20
2023,Denmark,Israel,0
2023,Denmark,Italy,3
2023,Denmark,Norway,20
2023,Denmark,Ukraine,7
2023,Denmark,Belgium,9
2023,Denmark,Estonia,0
2023,Denmark,Australia,2
2023,Denmark,Czech Republic,0
2023,Denmark,Lithuania,4
2023,Denmark,Cyprus,7
2023,Denmark,Croatia,0
2023,Denmark,Armenia,0
2023,Denmark,Austria,7
2023,Denmark,France,6
2023,Denmark,Spain,0
2023,Denmark,Moldova,1
2023,Denmark,Poland,5
2023,Denmark,Switzerland,4
2023,Denmark,Slovenia,0
2023,Denmark,Albania,0
2023,Denmark,Portugal,0
2023,Denmark,Serbia,0
2023,Denmark,United Kingdom,1
2023,Denmark,Germany,0
2009,Estonia,Norway,12
2009,Estonia,Iceland,8
2009,Estonia,Azerbaijan,7
2009,Estonia,Turkey,0
2009,Estonia,United Kingdom,0
2009,Estonia,Estonia,0
2009,Estonia,Greece,0
2009,Estonia,France,0
2009,Estonia,Bosnia and Herzegovina,0
2009,Estonia,Armenia,0
2009,Estonia,Russia,10
2009,Estonia,Ukraine,0
2009,Estonia,Denmark,0
2009,Estonia,Moldova,0
2009,Estonia,Portugal,3
2009,Estonia,Israel,5
2009,Estonia,Albania,1
2009,Estonia,Croatia,0
2009,Estonia,Romania,0
2009,Estonia,Germany,0
2009,Estonia,Sweden,6
2009,Estonia,Malta,0
2009,Estonia,Lithuania,2
2009,Estonia,Spain,0
2009,Estonia,Finland,4
2010,Estonia,Germany,12
2010,Estonia,Turkey,6
2010,Estonia,Romania,0
2010,Estonia,Denmark,5
2010,Estonia,Azerbaijan,0
2010,Estonia,Belgium,3
2010,Estonia,Armenia,0
2010,Estonia,Greece,0
2010,Estonia,Georgia,8
2010,Estonia,Ukraine,0
2010,Estonia,Russia,10
2010,Estonia,France,1
2010,Estonia,Serbia,0
2010,Estonia,Israel,0
2010,Estonia,Spain,0
2010,Estonia,Albania,0
2010,Estonia,Bosnia and Herzegovina,0
2010,Estonia,Portugal,0
2010,Estonia,Iceland,4
2010,Estonia,Norway,7
2010,Estonia,Cyprus,0
2010,Estonia,Moldova,0
2010,Estonia,Republic of Ireland,2
2010,Estonia,Belarus,0
2010,Estonia,United Kingdom,0
2011,Estonia,Azerbaijan,8
2011,Estonia,Italy,6
2011,Estonia,Sweden,12
2011,Estonia,Ukraine,0
2011,Estonia,Denmark,10
2011,Estonia,Bosnia and Herzegovina,0
2011,Estonia,Greece,0
2011,Estonia,Republic of Ireland,0
2011,Estonia,Georgia,3
2011,Estonia,Germany,0
2011,Estonia,United Kingdom,0
2011,Estonia,Moldova,0
2011,Estonia,Slovenia,2
2011,Estonia,Serbia,0
2011,Estonia,France,0
2011,Estonia,Russia,5
2011,Estonia,Romania,1
2011,Estonia,Austria,0
2011,Estonia,Lithuania,0
2011,Estonia,Iceland,0
2011,Estonia,Finland,7
2011,Estonia,Hungary,0
2011,Estonia,Spain,4
2011,Estonia,Estonia,0
2011,Estonia,Switzerland,0
2012,Estonia,Sweden,12
2012,Estonia,Russia,8
2012,Estonia,Serbia,0
2012,Estonia,Azerbaijan,0
2012,Estonia,Albania,0
2012,Estonia,Estonia,0
2012,Estonia,Turkey,0
2012,Estonia,Germany,10
2012,Estonia,Italy,7
2012,Estonia,Spain,4
2012,Estonia,Moldova,0
2012,Estonia,Romania,0
2012,Estonia,North Macedonia,0
2012,Estonia,Lithuania,3
2012,Estonia,Ukraine,1
2012,Estonia,Cyprus,0
2012,Estonia,Greece,0
2012,Estonia,Bosnia and Herzegovina,0
2012,Estonia,Republic of Ireland,0
2012,Estonia,Iceland,6
2012,Estonia,Malta,0
2012,Estonia,France,0
2012,Estonia,Denmark,2
2012,Estonia,Hungary,0
2012,Estonia,United Kingdom,5
2012,Estonia,Norway,0
2013,Estonia,Denmark,8
2013,Estonia,Azerbaijan,0
2013,Estonia,Ukraine,10
2013,Estonia,Norway,3
2013,Estonia,Russia,12
2013,Estonia,Greece,0
2013,Estonia,Italy,0
2013,Estonia,Malta,5
2013,Estonia,Netherlands,7
2013,Estonia,Hungary,4
2013,Estonia,Moldova,0
2013,Estonia,Belgium,2
2013,Estonia,Romania,0
2013,Estonia,Sweden,1
2013,Estonia,Georgia,0
2013,Estonia,Belarus,0
2013,Estonia,Iceland,6
2013,Estonia,Armenia,0
2013,Estonia,United Kingdom,0
2013,Estonia,Estonia,0
2013,Estonia,Germany,0
2013,Estonia,Lithuania,0
2013,Estonia,France,0
2013,Estonia,Finland,0
2013,Estonia,Spain,0
2013,Estonia,Republic of Ireland,0
2014,Estonia,Austria,4
2014,Estonia,Netherlands,12
2014,Estonia,Sweden,10
2014,Estonia,Armenia,5
2014,Estonia,Hungary,7
2014,Estonia,Ukraine,8
2014,Estonia,Russia,1
2014,Estonia,Norway,3
2014,Estonia,Denmark,0
2014,Estonia,Spain,2
2014,Estonia,Finland,6
2014,Estonia,Romania,0
2014,Estonia,Switzerland,0
2014,Estonia,Poland,0
2014,Estonia,Iceland,0
2014,Estonia,Belarus,0
2014,Estonia,United Kingdom,0
2014,Estonia,Germany,0
2014,Estonia,Montenegro,0
2014,Estonia,Greece,0
2014,Estonia,Italy,0
2014,Estonia,Azerbaijan,0
2014,Estonia,Malta,0
2014,Estonia,San Marino,0
2014,Estonia,Slovenia,0
2014,Estonia,France,0
2015,Estonia,Sweden,10
2015,Estonia,Russia,12
2015,Estonia,Italy,3
2015,Estonia,Belgium,7
2015,Estonia,Australia,5
2015,Estonia,Latvia,6
2015,Estonia,Estonia,0
2015,Estonia,Norway,4
2015,Estonia,Israel,0
2015,Estonia,Serbia,0
2015,Estonia,Georgia,1
2015,Estonia,Azerbaijan,0
2015,Estonia,Montenegro,0
2015,Estonia,Slovenia,0
2015,Estonia,Romania,0
2015,Estonia,Armenia,0
2015,Estonia,Albania,0
2015,Estonia,Lithuania,2
2015,Estonia,Greece,0
2015,Estonia,Hungary,8
2015,Estonia,Spain,0
2015,Estonia,Cyprus,0
2015,Estonia,Poland,0
2015,Estonia,United Kingdom,0
2015,Estonia,France,0
2015,Estonia,Austria,0
2015,Estonia,Germany,0
2016,Estonia,Ukraine,15
2016,Estonia,Australia,14
2016,Estonia,Russia,12
2016,Estonia,Bulgaria,0
2016,Estonia,Sweden,22
2016,Estonia,France,3
2016,Estonia,Armenia,0
2016,Estonia,Poland,1
2016,Estonia,Lithuania,10
2016,Estonia,Belgium,0
2016,Estonia,Netherlands,6
2016,Estonia,Malta,2
2016,Estonia,Austria,6
2016,Estonia,Israel,0
2016,Estonia,Latvia,15
2016,Estonia,Italy,0
2016,Estonia,Azerbaijan,0
2016,Estonia,Serbia,0
2016,Estonia,Hungary,0
2016,Estonia,Georgia,0
2016,Estonia,Cyprus,7
2016,Estonia,Spain,0
2016,Estonia,Croatia,0
2016,Estonia,United Kingdom,3
2016,Estonia,Czech Republic,0
2016,Estonia,Germany,0
2017,Estonia,Portugal,18
2017,Estonia,Bulgaria,19
2017,Estonia,Moldova,4
2017,Estonia,Belgium,14
2017,Estonia,Sweden,6
2017,Estonia,Italy,5
2017,Estonia,Romania,6
2017,Estonia,Hungary,9
2017,Estonia,Australia,7
2017,Estonia,Norway,10
2017,Estonia,Netherlands,4
2017,Estonia,France,1
2017,Estonia,Croatia,0
2017,Estonia,Azerbaijan,0
2017,Estonia,United Kingdom,6
2017,Estonia,Austria,0
2017,Estonia,Belarus,2
2017,Estonia,Armenia,0
2017,Estonia,Greece,0
2017,Estonia,Denmark,5
2017,Estonia,Cyprus,0
2017,Estonia,Poland,0
2017,Estonia,Israel,0
2017,Estonia,Ukraine,0
2017,Estonia,Germany,0
2017,Estonia,Spain,0
2018,Estonia,Israel,0
2018,Estonia,Cyprus,12
2018,Estonia,Austria,18
2018,Estonia,Germany,6
2018,Estonia,Italy,7
2018,Estonia,Czech Republic,5
2018,Estonia,Sweden,5
2018,Estonia,Estonia,0
2018,Estonia,Denmark,8
2018,Estonia,Moldova,1
2018,Estonia,Albania,0
2018,Estonia,Lithuania,22
2018,Estonia,France,0
2018,Estonia,Bulgaria,7
2018,Estonia,Norway,6
2018,Estonia,Republic of Ireland,0
2018,Estonia,Ukraine,0
2018,Estonia,Netherlands,1
2018,Estonia,Serbia,0
2018,Estonia,Australia,0
2018,Estonia,Hungary,3
2018,Estonia,Slovenia,0
2018,Estonia,Spain,0
2018,Estonia,United Kingdom,0
2018,Estonia,Finland,12
2018,Estonia,Portugal,3
2019,Estonia,Netherlands,15
2019,Estonia,Italy,0
2019,Estonia,Russia,18
2019,Estonia,Switzerland,14
2019,Estonia,Sweden,15
2019,Estonia,Norway,10
2019,Estonia,North Macedonia,0
2019,Estonia,Azerbaijan,6
2019,Estonia,Australia,2
2019,Estonia,Iceland,5
2019,Estonia,Czech Republic,8
2019,Estonia,Denmark,8
2019,Estonia,Cyprus,0
2019,Estonia,Malta,0
2019,Estonia,Slovenia,7
2019,Estonia,France,3
2019,Estonia,Albania,0
2019,Estonia,Serbia,4
2019,Estonia,San Marino,0
2019,Estonia,Estonia,0
2019,Estonia,Greece,0
2019,Estonia,Spain,0
2019,Estonia,Israel,0
2019,Estonia,Belarus,1
2019,Estonia,Germany,0
2019,Estonia,United Kingdom,0
2021,Estonia,Italy,11
2021,Estonia,France,17
2021,Estonia,Switzerland,14
2021,Estonia,Iceland,11
2021,Estonia,Ukraine,9
2021,Estonia,Finland,19
2021,Estonia,Malta,1
2021,Estonia,Lithuania,12
2021,Estonia,Russia,6
2021,Estonia,Greece,0
2021,Estonia,Bulgaria,6
2021,Estonia,Portugal,5
2021,Estonia,Moldova,0
2021,Estonia,Sweden,1
2021,Estonia,Serbia,0
2021,Estonia,Cyprus,0
2021,Estonia,Israel,0
2021,Estonia,Norway,4
2021,Estonia,Belgium,0
2021,Estonia,Azerbaijan,0
2021,Estonia,Albania,0
2021,Estonia,San Marino,0
2021,Estonia,Netherlands,0
2021,Estonia,Spain,0
2021,Estonia,Germany,0
2021,Estonia,United Kingdom,0
2022,Estonia,Ukraine,12
2022,Estonia,United Kingdom,9
2022,Estonia,Spain,1
2022,Estonia,Sweden,22
2022,Estonia,Serbia,0
2022,Estonia,Italy,10
